000001|0000|92702067|BANCO DO ESTADO DO RIO GRANDE DO SUL SA|U|4302352|201509|201509|2|1||3||2.3|1
000002|0400|999|1|033108|02|AV GUILHERME WINTER|033108|4302352|1||
000003|0430|999|76559936|1516|9|0,00|9,00|0,00||9,00|3,00||||
000004|0430|999|76520101|1501|19927,47|0,00|19927,47|0,00||19927,47|5,00||||
000005|0430|999|76559977|1515|0,5|0,00|0,50|0,00||0,50|5,00||||
000006|0430|999|76531108|1515|1,7|0,00|1,70|0,00||1,70|5,00||||
000007|0430|999|76559919|1501|3,8|0,00|3,80|0,00||3,80|5,00||||
000008|0430|999|76549909|1516|4,5|0,00|4,50|0,00||4,50|5,00||||
000009|0430|999|76559948|1501|5,04|0,00|5,04|0,00||5,04|5,00||||
000010|0430|999|76531606|1516|5,6|0,00|5,60|0,00||5,60|5,00||||
000011|0430|999|76205450|1510|9,9|0,00|9,90|0,00||9,90|5,00||||
000012|0430|999|76559906|1515|11,9|0,00|11,90|0,00||11,90|5,00||||
000013|0430|999|76559904|1515|12|0,00|12,00|0,00||12,00|5,00||||
000014|0430|999|76550215|1501|15,3|0,00|15,30|0,00||15,30|5,00||||
000015|0430|999|76559924|1501|15,3|0,00|15,30|0,00||15,30|5,00||||
000016|0430|999|76559962|1514|26,4|0,00|26,40|0,00||26,40|5,00||||
000017|0430|999|76550312|1516|28|0,00|28,00|0,00||28,00|5,00||||
000018|0430|999|76550302|1516|30|0,00|30,00|0,00||30,00|5,00||||
000019|0430|999|76531102|1515|44|0,00|44,00|0,00||44,00|5,00||||
000020|0430|999|76559932|1507|45|0,00|45,00|0,00||45,00|5,00||||
000021|0430|999|76559912|1507|80,2|0,00|80,20|0,00||80,20|5,00||||
000022|0430|999|76559960|1506|95,2|0,00|95,20|0,00||95,20|5,00||||
000023|0430|999|76531502|1516|103,5|0,00|103,50|0,00||103,50|5,00||||
000024|0430|999|76559951|1510|104,76|0,00|104,76|0,00||104,76|5,00||||
000025|0430|999|76531506|1516|105|0,00|105,00|0,00||105,00|5,00||||
000026|0430|999|76549923|1501|119|0,00|119,00|0,00||119,00|5,00||||
000027|0430|999|76559970|1510|209,3|0,00|209,30|0,00||209,30|5,00||||
000028|0430|999|76530702|1517|219|0,00|219,00|0,00||219,00|5,00||||
000029|0430|999|76559973|1510|234,2|0,00|234,20|0,00||234,20|5,00||||
000030|0430|999|76559902|1517|256,2|0,00|256,20|0,00||256,20|5,00||||
000031|0430|999|76531504|1516|270|0,00|270,00|0,00||270,00|5,00||||
000032|0430|999|76531402|1506|295,2|0,00|295,20|0,00||295,20|5,00||||
000033|0430|999|76559946|1510|356,73|0,00|356,73|0,00||356,73|5,00||||
000034|0430|999|76550102|1505|450|0,00|450,00|0,00||450,00|5,00||||
000035|0430|999|76559971|1515|461,08|0,00|461,08|0,00||461,08|5,00||||
000036|0430|999|76559980|1507|476|0,00|476,00|0,00||476,00|5,00||||
000037|0430|999|76559949|1510|481,22|0,00|481,22|0,00||481,22|5,00||||
000038|0430|999|76531104|1515|533,8|0,00|533,80|0,00||533,80|5,00||||
000039|0430|999|76559947|1510|550,2|0,00|550,20|0,00||550,20|5,00||||
000040|0430|999|76550304|1516|555|0,00|555,00|0,00||555,00|5,00||||
000041|0430|999|76559945|1510|590,82|0,00|590,82|0,00||590,82|5,00||||
000042|0430|999|76205460|1510|607,2|0,00|607,20|0,00||607,20|5,00||||
000043|0430|999|75101000|1509|652,27|0,00|652,27|0,00||652,27|5,00||||
000044|0430|999|76559974|1515|754|0,00|754,00|0,00||754,00|5,00||||
000045|0430|999|76550103|1505|810|0,00|810,00|0,00||810,00|5,00||||
000046|0430|999|76531903|1507|855|0,00|855,00|0,00||855,00|5,00||||
000047|0430|999|76550306|1516|1015|0,00|1015,00|0,00||1015,00|5,00||||
000048|0430|999|76531304|1507|1424,9|0,00|1424,90|0,00||1424,90|5,00||||
000049|0430|999|76559950|1510|1678,38|0,00|1678,38|0,00||1678,38|5,00||||
000050|0430|999|76530502|1505|1839,86|0,00|1839,86|0,00||1839,86|5,00||||
000051|0430|999|76531902|1507|2958|0,00|2958,00|0,00||2958,00|5,00||||
000052|0430|999|76559984|1508|3386,44|0,00|3386,44|0,00||3386,44|5,00||||
000053|0430|999|76559808|1501|4851,17|0,00|4851,17|0,00||4851,17|5,00||||
000054|0430|999|76205470|1510|4858,4|0,00|4858,40|0,00||4858,40|5,00||||
000055|0430|999|76550403|1507|4950|0,00|4950,00|0,00||4950,00|5,00||||
000056|0430|999|76559957|1506|5697,02|0,00|5697,02|0,00||5697,02|5,00||||
000057|0430|999|76559981|1517|6083|0,00|6083,00|0,00||6083,00|5,00||||
000058|0430|999|76559969|1502|10398,69|0,00|10398,69|0,00||10398,69|5,00||||
000059|0430|999|76530102|1501|0,14|0,00|0,14|0,00||0,14|5,00||||
000060|0430|999|76559940|1507|0,2|0,00|0,20|0,00||0,20|5,00||||
000061|0440|033108||9|0,00|0,00||9|3,00|0,27|0,00|0,00|0,00||0,00||0,00|||0,27
000062|0440|033108||79552,49|0,00|0,00||79552,49|5,00|3977,62|0,00|0,00|0,00||0,00||0,00|||3977,62
